SigmaArcsec,PosErrMean_km,PosErrStd_km,ConvergenceRate,RsigMean_km,IsigMean_km,CsigMean_km
0.1,38442.383691158,0.0889301974120539,1,3.58401652178135,0.39976381915908,0.246047329493473
