"Type","TypeDesc","ErrorCode","Filename","LineNumber","DateTime","ComputerName","UserName","Message"
4,"MsgWnd",0,"",0,01/04/2023 15:15:09,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\sol_202311_AN_F_LGA\dro_2023_11_02_23_44_45_UTCG_w_146.77_nominal__Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_6 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 15:15:09,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\dro_2023_10_04_01_43_54_UTCG_dw_-3_Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_m3 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 15:15:09,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\dro_2023_10_04_01_43_54_UTCG_dw_-6_Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_m6 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 15:15:09,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\dro_2023_10_04_01_43_54_UTCG_dw_3_Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_p3 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 15:15:09,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\dro_2023_10_04_01_43_54_UTCG_dw_3_Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_p6 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 16:24:53,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\sol_202311_AN_F_LGA\dro_2023_11_02_23_44_45_UTCG_w_146.77_nominal__Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_6 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 16:24:53,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\dro_2023_10_04_01_43_54_UTCG_dw_-3_Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_m3 may not be valid."
4,"MsgWnd",0,"",0,01/04/2023 16:24:53,"ZHR-LAPTOP","haozh"," Warning! There appears to be a problem with the external ephemeris file: D:\OneDrive\CSU\研究课题\2021-2022 DRO卫星项目\北京中心交互\轨道数据\dro_2023_10_04_01_43_54_UTCG_dw_3_Ephemeris.e The object: /Application/STK/Scenario/Scn_202401/Satellite/Sat_p3 may not be valid."
3,"MsgWnd",0,"AgVarStepIntegrator.cpp",341,01/04/2023 16:33:05,"ZHR-LAPTOP","haozh","Warning: Minimum step size reached in integrator, integration errors may be above tolerance."
3,"Default",-1,"",0,01/04/2023 16:33:05,"ZHR-LAPTOP","haozh","Satellite trajectory intersects with Earth during Propagate1 segment Collision occurred: 4 Feb 2024 01:13:02.678"
3,"MsgWnd",0,"AgVarStepIntegrator.cpp",341,01/04/2023 16:33:13,"ZHR-LAPTOP","haozh","Warning: Minimum step size reached in integrator, integration errors may be above tolerance."
3,"Default",-1,"",0,01/04/2023 16:33:13,"ZHR-LAPTOP","haozh","Satellite trajectory intersects with Earth during Propagate1 segment Collision occurred: 4 Feb 2024 02:40:03.074"
