"Type","TypeDesc","ErrorCode","Filename","LineNumber","DateTime","ComputerName","UserName","Message"
3,"MsgWnd",0,"",0,10/24/2023 17:41:19,"ZHR-LAPTOP","haozh","No valid 64 bit Matlab automation server is available.  Please run matlab /regserver as administrator or see Mathworks online help."
2,"Default",0,"AgApRmtMsg.cpp",1336,10/24/2023 17:41:20,"ZHR-LAPTOP","haozh","STK/CON: Initializing STK/CON module."
2,"Default",0,"AgApRmtMsg.cpp",1516,10/24/2023 17:41:20,"ZHR-LAPTOP","haozh","STK/CON: Accepting connection requests"
1,"Default",0,"IAgUiPluginSiteImpl.hpp",50,10/24/2023 17:41:21,"ZHR-LAPTOP","haozh","Scalable Networks Modeling Interface:  Loading EXata UI xml files from ""C:\Program Files\AGI\STK 12\STK-QualNet Interface\QualNetUI\gui\settings""."
3,"Default",0,"IAgUiPluginSiteImpl.hpp",50,10/24/2023 17:41:21,"ZHR-LAPTOP","haozh","Scalable Networks Modeling Interface:  Unable to find a valid Scalable Networks simulator installation."
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",975,10/24/2023 17:41:51,"ZHR-LAPTOP","haozh","TIREM is licensed, but a valid install was not found. Install TIREM."
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",894,10/24/2023 17:41:51,"ZHR-LAPTOP","haozh","STK Urban Propagation Extension for STK Communications is licensed, but a valid install was not found.  Install Urban Propagation Extension."
3,"MsgWnd",0,"AgScen.cpp",916,10/24/2023 17:42:01,"ZHR-LAPTOP","haozh","Scenario Load: This Scenario was written by an older version of STK."
3,"MsgWnd",0,"AgScen.cpp",918,10/24/2023 17:42:01,"ZHR-LAPTOP","haozh","Scenario Load: If saved, the Scenario may be unreadable by older versions of STK."
1,"Default",0,"AgScriptManager.cpp",530,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Loaded initialization script file C:\Program Files\AGI\STK 12\STKData\Scripting/Init/AgCallFunctionOneArgReturnOne.vbs"
1,"Default",0,"AgScriptManager.cpp",530,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Loaded initialization script file C:\Program Files\AGI\STK 12\STKData\Scripting/Init/FunctionInterface.vbs"
4,"Default",-1,"AgScriptEngine.cpp",964,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Script Error: ?????"
4,"Default",0,"AgPinScriptEngineStrCaller.cpp",137,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Function ExecuteStr failed. Did not run properly (80020009). "
4,"Default",-1,"AgScriptEngine.cpp",964,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Script Error: ?????"
4,"Default",0,"AgPinScriptEngineStrCaller.cpp",137,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Function ExecuteStr failed. Did not run properly (80020009). "
4,"Default",-1,"AgScriptEngine.cpp",964,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Script Error: ?????"
4,"Default",0,"AgPinScriptEngineStrCaller.cpp",137,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Function ExecuteStr failed. Did not run properly (80020009). "
4,"Default",-1,"AgScriptEngine.cpp",964,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Script Error: ?????"
4,"Default",0,"AgPinScriptEngineStrCaller.cpp",137,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Function ExecuteStr failed. Did not run properly (80020009). "
4,"Default",-1,"AgScriptEngine.cpp",964,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Script Error: ?????"
4,"Default",0,"AgPinScriptEngineStrCaller.cpp",137,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Function ExecuteStr failed. Did not run properly (80020009). "
4,"Default",-1,"AgScriptEngine.cpp",964,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Script Error: ?????"
4,"Default",0,"AgPinScriptEngineStrCaller.cpp",137,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Function ExecuteStr failed. Did not run properly (80020009). "
4,"MsgWnd",0,"",0,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Empty Inline expression specification in calculation object not allowed."
4,"MsgWnd",0,"",0,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Empty Inline expression specification in calculation object not allowed."
4,"MsgWnd",0,"",0,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Empty Inline expression specification in calculation object not allowed."
4,"MsgWnd",0,"",0,10/24/2023 17:42:44,"ZHR-LAPTOP","haozh","Empty Inline expression specification in calculation object not allowed."
3,"MsgWnd",0,"",0,10/24/2023 17:42:55,"ZHR-LAPTOP","haozh","Component Manager: Non-unique component name changed from ""RaanTEMED"" to ""RaanTEMED20""."
3,"MsgWnd",0,"",0,10/24/2023 17:42:55,"ZHR-LAPTOP","haozh","Component Manager: Non-unique component name changed from ""alphaG"" to ""alphaG20""."
3,"MsgWnd",0,"",0,10/24/2023 17:42:55,"ZHR-LAPTOP","haozh","Component Manager: Non-unique component name changed from ""ECEFY"" to ""ECEFY20""."
3,"MsgWnd",0,"",0,10/24/2023 17:45:35,"ZHR-LAPTOP","haozh","Invalid style item, ""Angle""."
