"Type","TypeDesc","ErrorCode","Filename","LineNumber","DateTime","ComputerName","UserName","Message"
1,"MsgWnd",0,"",0,05/06/2022 21:25:46,"ZHR-LAPTOP","haozh","An STK EOIR license exists but the Earth Hi Res Imagery file (""C:\Program Files\AGI\STK 12\EOIR_Databases\MaterialMaps\earthHiRes.dat"") could not be found. Indicating EOIR has not been installed."
3,"Default",0,"AgStkInitObj.cpp",2226,05/06/2022 21:25:46,"ZHR-LAPTOP","haozh","STK Radar Advanced Environment license is present, but a valid install was not found."
3,"Default",0,"AgStkInitObj.cpp",1889,05/06/2022 21:25:46,"ZHR-LAPTOP","haozh","STK Space Environment and Effects Tool license is present, but a valid install was not found."
3,"Default",0,"AgStkInitObj.cpp",1892,05/06/2022 21:25:46,"ZHR-LAPTOP","haozh","Install or Update STK SEET to match the STK version 12.2.0."
1,"MsgWnd",0,"",0,05/06/2022 21:25:48,"ZHR-LAPTOP","haozh","STK MATLAB Interface:  Loaded API at C:\Program Files\MATLAB\R2017b\bin\win64."
2,"Default",0,"AgApRmtMsg.cpp",1332,05/06/2022 21:25:48,"ZHR-LAPTOP","haozh","STK/CON: Initializing STK/CON module."
2,"Default",0,"AgApRmtMsg.cpp",1512,05/06/2022 21:25:48,"ZHR-LAPTOP","haozh","STK/CON: Accepting connection requests"
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",1004,05/06/2022 21:25:49,"ZHR-LAPTOP","haozh","STK TIREM license present; but a valid TIREM install was not found. Install STK/TIREM."
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",923,05/06/2022 21:25:49,"ZHR-LAPTOP","haozh","STK Communications License for Urban Propagation Extension present; but a valid install was not found.  Install Urban Propagation Extension."
1,"Default",0,"AgScriptManager.cpp",530,05/06/2022 21:26:10,"ZHR-LAPTOP","haozh","Loaded initialization script file C:\Program Files\AGI\STK 12\STKData\Scripting/Init/AgCallFunctionOneArgReturnOne.vbs"
1,"Default",0,"AgScriptManager.cpp",530,05/06/2022 21:26:10,"ZHR-LAPTOP","haozh","Loaded initialization script file C:\Program Files\AGI\STK 12\STKData\Scripting/Init/FunctionInterface.vbs"
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:26:17,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:47,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:47,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:50,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:51,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:51,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:53,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"MsgWnd",0,"AgVarStepIntegrator.cpp",341,05/06/2022 21:30:53,"ZHR-LAPTOP","haozh","Warning: Minimum step size reached in integrator, integration errors may be above tolerance."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:53,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:54,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:55,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:55,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Moon stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:56,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:30:58,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:00,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:01,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:02,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:03,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:04,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:05,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:05,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Moon stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:06,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:07,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:08,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:09,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:10,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"MsgWnd",0,"AgVarStepIntegrator.cpp",341,05/06/2022 21:31:11,"ZHR-LAPTOP","haozh","Warning: Minimum step size reached in integrator, integration errors may be above tolerance."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:12,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:13,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:14,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:15,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:15,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
3,"Default",0,"AgMCSPropAbstract.cpp",2146,05/06/2022 21:31:16,"ZHR-LAPTOP","haozh","Astrogator: Segment Target Sequence.TargSeq 1.Bw Seq 1.Prop2Wsb stopped on max duration."
