"Type","TypeDesc","ErrorCode","Filename","LineNumber","DateTime","ComputerName","UserName","Message"
1,"MsgWnd",0,"",0,12/14/2021 22:40:48,"ZHR-LAPTOP","haozh","An STK EOIR license exists but the Earth Hi Res Imagery file (""C:\Program Files\AGI\STK 12\EOIR_Databases\MaterialMaps\earthHiRes.dat"") could not be found. Indicating EOIR has not been installed."
3,"Default",0,"AgStkInitObj.cpp",2226,12/14/2021 22:40:48,"ZHR-LAPTOP","haozh","STK Radar Advanced Environment license is present, but a valid install was not found."
3,"Default",0,"AgStkInitObj.cpp",1889,12/14/2021 22:40:48,"ZHR-LAPTOP","haozh","STK Space Environment and Effects Tool license is present, but a valid install was not found."
3,"Default",0,"AgStkInitObj.cpp",1892,12/14/2021 22:40:48,"ZHR-LAPTOP","haozh","Install or Update STK SEET to match the STK version 12.2.0."
1,"MsgWnd",0,"",0,12/14/2021 22:40:50,"ZHR-LAPTOP","haozh","STK MATLAB Interface:  Loaded API at C:\Program Files\MATLAB\R2017b\bin\win64."
2,"Default",0,"AgApRmtMsg.cpp",1332,12/14/2021 22:40:50,"ZHR-LAPTOP","haozh","STK/CON: Initializing STK/CON module."
4,"MsgWnd",14008,"AgApRmtMsg.cpp",4335,12/14/2021 22:40:50,"ZHR-LAPTOP","haozh","STK/CON: Error binding to socket, Port 5001 address in use"
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",1004,12/14/2021 22:41:44,"ZHR-LAPTOP","haozh","STK TIREM license present; but a valid TIREM install was not found. Install STK/TIREM."
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",923,12/14/2021 22:41:44,"ZHR-LAPTOP","haozh","STK Communications License for Urban Propagation Extension present; but a valid install was not found.  Install Urban Propagation Extension."
2,"Default",0,"AgGx3dDbFile.cpp",598,12/14/2021 22:46:38,"ZHR-LAPTOP","haozh","Unable to find file 'Space\sbirs-high.mdl'"
2,"Default",0,"AgGx3dDbFile.cpp",598,12/14/2021 22:46:50,"ZHR-LAPTOP","haozh","Unable to find file 'Space\muos.mdl'"
1,"StatusBar",0,"",0,12/14/2021 23:33:36,"ZHR-LAPTOP","haozh","Distance from (-0.11034, 113.04282) to (-0.10298, 115.91549) = 319.784423 km and bearing = 89.857 Deg."
1,"StatusBar",0,"",0,12/14/2021 23:33:41,"ZHR-LAPTOP","haozh","Distance from (-0.12137, 113.05018) to (-0.13976, 115.64146) = 288.467095 km and bearing = 90.407 Deg."
