"Type","TypeDesc","ErrorCode","Filename","LineNumber","DateTime","ComputerName","UserName","Message"
1,"MsgWnd",0,"",0,05/19/2022 22:43:34,"ZHR-LAPTOP","haozh","An STK EOIR license exists but the Earth Hi Res Imagery file (""C:\Program Files\AGI\STK 12\EOIR_Databases\MaterialMaps\earthHiRes.dat"") could not be found. Indicating EOIR has not been installed."
3,"Default",0,"AgStkInitObj.cpp",2226,05/19/2022 22:43:34,"ZHR-LAPTOP","haozh","STK Radar Advanced Environment license is present, but a valid install was not found."
3,"Default",0,"AgStkInitObj.cpp",1889,05/19/2022 22:43:34,"ZHR-LAPTOP","haozh","STK Space Environment and Effects Tool license is present, but a valid install was not found."
3,"Default",0,"AgStkInitObj.cpp",1892,05/19/2022 22:43:34,"ZHR-LAPTOP","haozh","Install or Update STK SEET to match the STK version 12.2.0."
1,"MsgWnd",0,"",0,05/19/2022 22:43:36,"ZHR-LAPTOP","haozh","STK MATLAB Interface:  Loaded API at C:\Program Files\MATLAB\R2017b\bin\win64."
2,"Default",0,"AgApRmtMsg.cpp",1332,05/19/2022 22:43:36,"ZHR-LAPTOP","haozh","STK/CON: Initializing STK/CON module."
2,"Default",0,"AgApRmtMsg.cpp",1512,05/19/2022 22:43:36,"ZHR-LAPTOP","haozh","STK/CON: Accepting connection requests"
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",1004,05/19/2022 22:43:37,"ZHR-LAPTOP","haozh","STK TIREM license present; but a valid TIREM install was not found. Install STK/TIREM."
3,"Default",0,"AgSTKCommRdrComponentMgrScExt.cpp",923,05/19/2022 22:43:37,"ZHR-LAPTOP","haozh","STK Communications License for Urban Propagation Extension present; but a valid install was not found.  Install Urban Propagation Extension."
3,"MsgWnd",0,"AgScen.cpp",916,05/19/2022 22:43:42,"ZHR-LAPTOP","haozh","Scenario Load: This Scenario was written by an older version of STK."
3,"MsgWnd",0,"AgScen.cpp",918,05/19/2022 22:43:42,"ZHR-LAPTOP","haozh","Scenario Load: If saved, the Scenario may be unreadable by older versions of STK."
3,"Default",0,"AgAsStreamingTerrainSaveLoad.cpp",296,05/19/2022 22:43:42,"ZHR-LAPTOP","haozh","Terrain server and tileset saved in the scenario (""http://twsusecovacc01.agi.com/stk-terrain/ world"") do not match application settings. Using application settings ("" "")."
2,"Default",0,"AgGx3dDbFile.cpp",598,05/19/2022 22:44:03,"ZHR-LAPTOP","haozh","Unable to find file 'C:\Users\jthompson\Documents\STK 11 (x64)\RPO_Template_Scenario\satellite.dae'"
2,"Default",0,"AgGx3dDbFile.cpp",598,05/19/2022 22:44:04,"ZHR-LAPTOP","haozh","Unable to find file 'C:\Users\jthompson\Documents\STK 11 (x64)\RPO_Template_Scenario\satellite.glb'"
